serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,hl_test_voltage,chl_ch_cap,chl_ch_pf_1,chl_ch_pf_2,chl_ch_pf_ma,chl_ch_pf_p,chl_cap,chl_pf_1,chl_pf_2,chl_pf_ma,chl_pf_p,ch_cap,ch_pf_1,ch_pf_2,ch_pf_ma,ch_pf_p,lh_test_voltage,clh_cl_cap,clh_cl_pf_1,clh_cl_pf_2,clh_cl_pf_ma,clh_cl_pf_p,clh_cap,clh_pf_1,clh_pf_2,clh_pf_ma,clh_pf_p,cl_cap,cl_pf_1,cl_pf_2,cl_pf_ma,cl_pf_p,th_test_voltage,ct_cth_cap,ct_cth_pf_1,ct_cth_pf_2,ct_cth_pf_ma,ct_cth_pf_p,cth_cap,cth_pf_1,cth_pf_2,cth_pf_ma,cth_pf_p,ct_cap,ct_pf_1,ct_pf_2,ct_pf_ma,ct_pf_p,oil_maintank_cap,oil_maintank_pf,oil_oltc_cap,oil_oltc_pf,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxhv_tand,maxchv_change,maxlv_tand,maxclv_change,maxtv_tand,maxctv_change,maxoil_maintank_tand,maxoil_oltc_tand,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9
VN85040201_1,2017-01-15 00:00:00,-,25,-,-,44,5,1546.2,0.177,0.158,4.809,85,1257.0,0.141,0.126,3.910,55,289.2,0.334,0.298,0.899,30,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.298,6.1,0,0,,,,,0.95,6.10,0.32,-,-,-,,,
VN85042302_1,2017-01-13 00:00:00,,24,-,-,47,5,1783.7,0.319,0.285,5.479,175,1501.4,0.311,0.278,4.604,143,282.3,0.366,0.327,0.875,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,,,0.327,14.7,0,0,,,,,13.18,5.73,14.70,-,-,-,,,
TP70279703,2017-01-11 00:00:00,,33,36,36,58,10,134600,0.096,0.072,432,4130,70100,0.107,0.080,211,2370,64500,0.083,0.063,211,1760,5,117400,0.193,0.145,378,7310,70100,0.116,0.087,225,2610,47300,0.307,0.230,153,4700,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.08,37.79,0.23,0.95,,,,,22.52,37.79,0.13,0.31,0.95,0.13,,,
3011080056,2017-01-11 00:00:00,-,33,32,32,69,10,14375.0,0.168,0.126,44.712,749,11454.6,0.143,0.107,35.627,508,2921.3,0.265,0.199,9.085,241,5,24128.7,0.234,0.175,75.044,1756,11456.0,0.139,0.104,35.631,496,12672.7,0.320,0.240,39.413,1260,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.199,0.84,0.24,1.35,,,,,0.24,0.84,0.08,0.70,1.35,0.00,,,
JD85034202,2017-01-11 00:00:00,,30,32,32,72,10,7269.2,0.213,0.166,22.608,481,4554.6,0.136,0.106,14.165,192,2714.6,0.342,0.267,8.443,289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.267,1.29,0,0,,,,,0.42,1.29,0.10,-,-,-,,,
3011080055,2017-01-11 00:00:00,-,33,32,32,69,10,14770.1,0.212,0.159,45.936,972,11714.4,0.148,0.111,36.432,539,3055.7,0.456,0.342,9.504,433,5,24541.9,0.234,0.175,76.331,1784,11712.9,0.151,0.113,36.430,549,12829.0,0.310,0.232,39.901,1235,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.342,0.22,0.232,1.46,,,,,0.20,0.08,0.22,0.71,1.46,0.23,,,
VN85042301_2,2017-01-10 00:00:00,,26,-,-,41,5,2066.1,0.176,0.149,6.426,113,1722.0,0.108,0.092,5.359,58,343.2,0.515,0.438,1.067,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.438,2.14,0,0,,,,,0.05,2.14,0.40,-,-,-,,,
VN85040202_2,2017-01-10 00:00:00,,25,,,42,5,1632.6,0.212,0.189,5.190,110,1380.4,0.185,0.165,4.375,81,262.2,0.356,0.318,0.815,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.318,2.02,0,0,0,0,,,0.16,2.02,0.54,-,-,-,-,-,-
VN85040201_4,2017-01-06 00:00:00,-,25,44,-,55,5,1534.3,0.153,0.137,4.772,73,1253.4,0.115,0.103,3.898,45,280.9,0.320,0.286,0.874,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.286,1.44,0,0,,,,,0.24,1.44,0.03,-,-,-,,,
VN85040204_2,2017-01-06 00:00:00,,25,-,-,44,5,1629.4,0.191,0.170,5.068,97,1317.9,0.163,0.146,4.099,67,311.5,0.310,0.277,0.969,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.277,12.5,0,0,,,,,2.20,12.50,0.60,-,-,-,,,
VN85040201_2,2017-01-06 00:00:00,-,25,-,-,44,5,1533.2,0.182,0.1625,4.769,87,1246.3,0.144,0.129,3.877,56,286.9,0.348,0.311,0.892,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.311,0.38,0,0,,,,,0.18,0.38,0.14,-,-,-,,,
VN85040204_1,2017-01-05 00:00:00,,26,-,-,56,5,1680.59,0.204,0.182,2.651,109,1373.31,-,-,2.163,82,307.28,0.027,0.024,0.488,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,CPC100/EPTD1,QH574X/GH8580,,,0.182,3.88,0,0,,,,,2.73,2.14,3.88,-,-,-,,,
4710345,2016-12-24 00:00:00,,36,33,34,62,10,10220.3,0.186,0.130,31.787,0.591,7511.7,0.148,0.103,23.363,0.345,2708.6,0.292,0.204,8.424,0.246,5,19747,0.229,0.160,61.416,1.406,7510.5,0.163,0.114,23.359,0.38,12236.5,0.27,0.189,38.057,1.026,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr.Chanin   Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE-GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.204,1.97,0.114,5.14,,,,,,,,,,,,,
4710350,2016-12-24 00:00:00,,36,33,34,62,10,10220.3,0.186,0.130,31.787,0.591,7511.7,0.148,0.103,23.363,0.345,2708.6,0.292,0.204,8.424,0.246,5,19747,0.229,0.160,61.416,1.406,7510.5,0.163,0.114,23.359,0.38,12236.5,0.270,0.189,38.057,1.026,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.204,4.63,0.114,6.84,,,,,,,,,,,,,
508038,2016-12-15 00:00:00,,34,42,40,57,10,9269.00,0.1990,0.1390,28.806,0.5740,5879.00,0.1340,0.1030,18.261,0.2460,3390.00,0.3100,0.2390,10.545,0.3280,10,12945.00,0.1510,0.1160,40.260,0.6060,5870.30,0.1320,0.1020,18.256,0.2420,7074.70,0.1650,0.2170,22.004,0.3640,,,,,,,,,,,,,,,,,,,,,Anusit  Sara,,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.103,3.45,0.102,3.7,,,,,,,,,,,,,
4710345,2016-12-12 00:00:00,,31,39,39,51,10,10169.1,0.207,0.161,31.627,0.655,7367.2,0.119,0.093,22.913,0.273,2801.9,0.439,0.342,8.714,0.382,5,20870.8,0.264,0.206,64.910,1.711,7365.7,0.125,0.098,22.907,0.288,13505.1,0.339,0.264,42.003,1.423,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.342,1.41,0.098,4.69,,,,,,,,,,,,,
42755,2016-11-24 00:00:00,-,34,-,35,65,5,8321.4,0.372,0.26,25.881,964,6440.5,0.433,0.303,20.031,867,1880.9,0.166,0.116,5.85,97,2.5,15883.3,0.375,0.263,46.752,1751,6405.8,0.423,0.296,20.035,0.848,9477.5,0.338,0.237,26.717,903,,,,,,,,,,,,,,,,,,,,,Anusit S.,Chanin S.,TIS,GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.303,0,0.296,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4710350,2016-11-24 00:00:00,,36,33,34,62,10,10220.3,0.186,0.130,31.787,0.951,7511.7,0.148,0.103,23.363,0.345,2708.6,0.292,0.204,8.424,0.246,10,19747,0.229,0.160,61.416,1.406,7510.5,0.163,0.114,23.359,0.38,12236.5,0.27,0.189,38.057,1.026,,,,,,,,,,,,,,,,,,,,,Anusit  Sara,Chanin   Sornbunthong,TIS,ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.204,4.63,0.114,6.84,,,,,,,,,,,,,
4710350,2016-11-24 00:00:00,,36,33,34,62,10,10220.3,0.186,0.130,31.787,0.591,7511.7,0.148,0.103,23.363,0.345,2708.6,0.296,0.204,8.424,0.246,5,19747.0,0.229,0.160,61.416,1.406,7510.5,0.163,0.114,23.359,0.380,12236.5,0.270,0.189,38.057,1.026,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,0.204,4.63,0.114,6.84,,,,,,,,,,,,,
54002,2016-11-22 00:00:00,,37,32,32,57,10,10315.4,0.203,0.140,32.082,0.652,6905.4,0.168,0.116,21.477,0.355,3410.0,0.280,0.144,10.605,0.297,10,23018.5,0.234,0.161,71.59,1.678,6911.7,0.167,0.115,21.496,0.395,16106.8,0.258,0.178,50.094,1.283,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.144,1.16,0.115,1.06,,,,,,,,,,,,,
3710737,2016-11-22 00:00:00,-,38,-,51,59,10,2641,0.593,0.433,8.214,0.487,1197.7,0.482,0.352,3.725,0.18,1443.3,0.695,0.507,4.489,0.307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Chanin S.,TIS,GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.507,1.18,0,0,,,,,0.79,0.46,1.18,-,-,-,,,
3710738,2016-11-15 00:00:00,-,38,-,51,42,10,2697.2,0.669,0.448,8.389,0.561,1222.1,0.65,0.436,3.801,0.247,1475.1,0.461,0.309,4.588,0.314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Chanin S.,TIS,GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.448,0.87,0,0,,,,,0.62,0.87,0.32,-,-,-,,,
508038,2016-11-15 00:00:00,,34,42,40,57,10,9269.000,0.199,0.13900,28.8060,0.5740,5879.000,0.134,0.10300,18.2610,0.2460,3390.000,0.165,0.12700,22.0040,0.340,10,12945.000,0.151,0.1160,40.260,0.6060,5870.300,0.132,0.1020,18.256,0.2420,7074.700,0.165,0.1270,22.004,0.3640,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,0.103,3.45,0.102,3.7,,,,,,,,,,,,,
42754,2016-11-11 00:00:00,-,31,-,32,57,5,8319.40,0.323,0.252,25.875,837,6402.60,0.374,0.292,19.914,738,1916.80,0.167,0.130,5.961,99,2.5,15883.30,0.386,0.301,49.398,1905,6405.80,0.376,0.293,19.921,0.748,9477.50,0.392,0.306,29.477,1157,,,,,,,,,,,,,,,,,,,,,Anusit S.,Chanin S.,TIS,GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,0.292,0,0.306,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
5011858,2016-10-19 00:00:00,,33,32,31,68,10,13399.50,0.198,0.185,41.673,825,11066.9,0.162,0.151,34.419,558,2332.6,0.368,0.344,7.254,267,2.5,19568.90,0.222,0.208,60.861,1351,11070.50,0.156,0.145,34.429,539,8498.4,0.307,0.287,26.432,812,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,DOBLE / M4100,101431857,2015-03-02 00:00:00,,0.344,2.08,0.287,4.43,,,,,0.66,2.08,0.37,1.76,4.43,0.40,,,
VN85030801_2,2016-10-16 00:00:00,,23,,,60,2.5,2746.00,0.200,0.179,8.540,171,2379.10,0.192,0.171,7.399,142,366.90,0.250,0.223,1.141,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Teerasak Wanthong,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.223,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85030801_1,2016-10-13 00:00:00,,23,-,-,64,2.5,2781.70,0.131,0.117,8.652,0.114,2409.10,0.121,0.108,7.493,0.091,372.60,0.199,0.178,1.159,0.023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Teerasak Wanthong,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.178,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
TP70279703,2016-10-09 00:00:00,,26,36,35,62,10,79146,0.142,0.139,246.166,3.496,70031,0.139,0.136,217.801,3.027,9087.4,0.152,0.152,28.264,0.429,5,117906,0.140,0.137,366.717,5.131,70074,0.119,0.117,217.935,2.583,47850,0.171,0.168,148.816,2.538,,,,,,,,,,,,,,,,,,,,,Mr.Aran Phimphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,0.152,5.08,0.117,2.29,,,,,,,,,,,,,
PTE 1689/03,2016-07-25 00:00:00,,29,40,45,70,10,19216.80,0.508,,59.770,3.035,8272.80,0.218,,25.736,0.591,10944.00,0.718,,34.034,2.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,,71.44,,,,,,,,,,,,,,,
PTE 1689/01,2016-06-04 00:00:00,,,,,,10,16891.30,0.437,0.42,52.536,2.296,8288.80,0.253,0.243,25.781,0.652,8602.50,0.617,0.592,26.755,1.644,10,29323.30,0.348,0.334,11.201,3.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Methee M.,Mr. Pimchart P.,TIS,Glow,Doble M4100,101431857,2016-02-10 00:00:00,,0.592,1.88,0,0.74,,,0,0,1.88,0.05,0.10,0.74,,,,,
PBK1325,2016-06-04 00:00:00,,34,,38,46,5,8471.9,0.437,0.312,26.349,1152,7345.9,0.423,0.302,22.847,965,1126.0,0.533,0.374,3.502,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.374,12.15,0,0,,,,,0.41,12.15,1.17,-,-,-,,,
PBL1465,2016-06-04 00:00:00,,34,,38,52,5,8779.6,0.551,0.394,27.306,1504,7527.5,0.544,0.389,23.412,1296,1252.1,0.533,0.381,3.894,208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.394,13.21,0,0,,,,,0.95,13.21,0.84,-,-,-,,,
331000H508_8727I,2016-06-03 00:00:00,-,249,-,-,46,5,1570.7,0.749,0.669,4.885,0.366,1292.3,0.548,0.489,4.019,0.235,278.4,1.516,1.354,0.866,0.131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,1.354,16.19,0,0,,,,,2.69,16.19,0.18,-,-,-,,,
9724075,2016-05-18 00:00:00,,32,40,38,52,10,10622.5,0.165,0.153,33.037,545,8363.4,0.153,0.142,26.011,398,2259.1,0.209,0.194,7.026,147,5,24491.5,0.230,0.214,76.170,1754,8364.3,0.173,0.161,26.012,449,16127.2,0.260,0.242,50.158,1305,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2016-05-18 00:00:00,,0.194,Infinity,0.242,Infinity,,,,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,
57012,2016-05-15 00:00:00,,32,40,40,50,,,,,,,,,,,,,,,,,5,30760,0.157,0.146,56.672,1.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doble/M4100,101431857,2015-02-03 00:00:00,,,,0,7.08,,,,,,,,,,,,,
PTE 1689/04,2016-05-13 00:00:00,,32,40,40,46,10,17119.10,0.332,0.2390,53.242,1.77,8497.70,0.218,0.1570,26.429,0.573,8621.10,0.445,0.320,26.813,1.197,10,28667.4,0.305,0.220,89.159,2.717,8496.4,0.212,0.153,26.425,0.567,20171.0,0.343,0.247,62.734,2.150,,,,,,,,,,,,,,,,,,,,,Anusit Sara,Suchart Mondopyai,,,Doble/MC 100,101431857,2015-03-02 00:00:00,,0.157,0.37,0.153,0.09,,,,,,,,,,,,,
332162H502_8727G,2016-05-09 00:00:00,-,25,-,-,48,5,2190.9,0.661,0.59,6.814,451,1864,0.689,0.615,5.797,407,326.9,0.431,0.385,1.017,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.615,13.52,0,0,0,0,,,7.48,13.52,6.33,-,-,-,-,-,-
54001,2016-05-09 00:00:00,,31,38,36,47,10,10258.60,0.208,0.162,31.906,0.664,6817.90,0.162,0.126,21.205,0.343,3437.00,0.287,0.224,10.689,0.307,10,22816.90,0.212,0.165,70.964,1.501,6817.10,0.158,0.123,21.202,0.335,15599.80,0.233,0.182,49.752,1.161,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Suchat Monboyai,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.224,1.24,0.123,3.17,,,,,,,,,,,,,
332162H501_8727D,2016-05-07 00:00:00,-,24,-,-,46,5,2181.7,0.655,0.585,6.788,455,1850.6,0.691,0.616,5.758,408,331.1,0.457,0.407,1.030,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,0.616,4.45,0,0,,,,,0.08,4.45,0.67,-,-,-,,,
PP0050B01,2016-02-02 00:00:00,,34,,,46,10,10886.0,0.26,0.241,33.857,0.88,7233.9,0.219,0.203,22.499,0.492,3652.1,0.341,0.317,11.358,0.388,5,18270.4,0.231,0.214,56.824,1.312,7233.7,0.212,0.197,22.498,0.478,11036.7,0.243,0.226,34.326,0.834,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Somporn Duangprom,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101401854,,,0.317,9.77,0.197,9.6,,,,,,,,,,,,,
9640548,2015-12-15 00:00:00,,30,,,67,,13020.5,0.224,0.176,40.495,0.905,7145,0.196,0.157,22.222,0.435,5875.5,0.257,0.206,18.273,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,,"TIS Engineering and Service Co., Ltd",,Doble / M4100,101401854,,,0.206,0,,,,,,,,,,,,,,,
9624007,2015-12-15 00:00:00,-,37,-,-,54,5,10834.8,0.139,0.127,33.698,0.469,8827.7,0.138,0.126,27.455,0.38,2007.1,0.143,0.130,6.242,0.089,2.5,18388.3,0.221,0.201,57.19,1.261,8827.4,0.137,0.125,27.455,0.377,9560.9,0.298,0.271,29.735,0.885,,,,,,,,,,,,,,,,,,,,,Anusit S.,,TIS,,Doble/M4100,101401854,,,0.13,0,0.271,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
PBE0580,2015-12-13 00:00:00,,34,-,-,52,5,8804.1,0.425,0.395,27.382,1163,7844.5,0.447,0.415,24.397,1090,959.6,0.245,0.229,2.985,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Doble / M4100,101401854,,,0.415,0.88,0,0,0,0,,,0.87,0.79,0.88,-,-,-,-,-,-
PBE0579,2015-12-13 00:00:00,,34,-,-,52,5,8784.8,0.456,0.424,27.322,1246,7783.4,0.479,0.445,24.208,1160,1001.4,0.275,0.256,3.114,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Doble / M4100,101401854,,,0.445,0.45,0,0,0,0,,,0.38,0.45,0.38,-,-,-,-,-,-
243597801,2015-11-06 00:00:00,-,28,-,-,48,2.5,1731,0.688,,5.384,370,1434.1,0.693,,4.460,309,296.8,0.651,,0.923,60,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Chaiyasit Junchay,,"TIS Engineering&Service Co.,Ltd.",GLOW SPP2,Doble/M4100,101431857,,,,35.09,,,,,,,5.59,35.09,1.01,,,,,,
4710343,2015-10-27 00:00:00,-,32,-,-,54,10,12886.4,0.192,0.146,40.078,771,9873.3,0.136,0.103,30.707,427,3008.3,0.368,0.28,9.356,344,5,23916.3,0.243,0.185,74.383,1804,9878.90,0.134,0.102,30.724,411,14039.9,0.317,0.241,43.666,1384,,,,,,,,,,,,,,,,,,,,,Anusit S.,Kittichai S.,TIS,GLOW,Doble/M4100,101431851,,,0.28,2.31,0.241,2.37,,,,,2.15,1.46,2.31,1.24,0.47,2.37,,,
78140107_2,2015-10-25 00:00:00,-,28,-,-,39,2.5,1657.8,0.221,0.177,5.156,114,1319.9,0.122,0.098,4.104,50,337.9,0.609,0.485,1.051,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,,TIS,,Doble/M4100,101431857,,,0.485,0.27,0,0,,,,,0.05,0.27,0.07,-,-,-,,,
78140107_3,2015-10-24 00:00:00,,27,-,-,39,2.5,1658.3,0.219,0.09,5.158,113,1323.1,0.13,0.104,4115,53,335,0.525,0.42,1.042,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,,TIS,,Doble/M4100,101431857,,,0.42,0.02,0,0,,,,,0.02,0.00,0.01,-,-,-,,,
76460027_1,2015-10-23 00:00:00,-,25,-,-,47,2.5,1649.6,0.197,0.176,5.13,101,1306.4,0.143,0.128,4.063,58,343,0.375,0.335,1.067,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,-,TIS,-,Doble/M4100,101431857,,,0.335,0.04,0,0,,,,,0.04,0.00,0.03,-,-,-,,,
243597802,2015-10-09 00:00:00,-,25,-,-,58,2.5,1741.2,0.854,-,5.415,0.463,1435.7,0.918,-,4.465,0.295,305.5,1.772,-,0.95,0.168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Chaiyasit Junchay,Mr.Somporn Duangprom,TIS,GLOW,Doble/M4100,101431857,,,0,40.91,0,0,,,,,5.94,40.91,0.60,-,-,-,,,
3902641,2015-07-27 00:00:00,-,31,-,-,49,2.5,1324.1,0.213,0.17,4.12,88,1046.9,0.148,0.118,3.256,48,277.2,0.467,0.374,0.862,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Kittichai S.,TIS,GLOW,Doble/M4100,101431857,,,0.374,0.09,0,0,,,,,0.01,0.07,0.09,-,-,-,,,
3902640,2015-07-25 00:00:00,-,26,-,-,41,2.5,1326,0.111,0.099,4.12,0.046,1050.9,0.07,0.0625,3.268,0.023,275.6,0.261,0.233,0.856,0.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,,,0.233,0.22,0,0,,,,,0.00,0.22,0.09,-,-,-,,,
