Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,A_O2,A_N2,A_CO2,A_CO,A_H2,A_CH4,A_C2H2,A_C2H4,A_C2H6,A_C3H6,A_C3H8,A_BD,A_WC,A_PF_25,A_PF_100,A_Test_Result,B_O2,B_N2,B_CO2,B_CO,B_H2,B_CH4,B_C2H2,B_C2H4,B_C2H6,B_C3H6,B_C3H8,B_BD,B_WC,B_PF_25,B_PF_100,B_Test_Result,C_O2,C_N2,C_CO2,C_CO,C_H2,C_CH4,C_C2H2,C_C2H4,C_C2H6,C_C3H6,C_C3H8,C_BD,C_WC,C_PF_25,C_PF_100,C_Test_Result
PTE 1689/03,2023-04-10 00:00:00,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,50,,,9975,80326,1160,296,9486,927,4919,865,46,149,5,36,38,0.006,0.49,NORMAL,9282,69368,1173,314,9427,830,4450,791,41,135,5,36,35,0.006,0.36,NORMAL,15713,77510,1221,338,8966,887,4639,814,43,149,5,40,39,0.008,0.37,NORMAL
5011858,2023-04-05 00:00:00,,M.Benjawan S.,M.Pimchart P.,IEC,GPSC,,,,,42,,,21035,132543,837,93,344,158,1108,234,9,44,2,62,18,"0,005","0,38",NORMAL,21035,132543,837,93,344,158,1108,234,9,44,2,62,18,"0,005","0,38",NORMAL,21035,132543,837,93,344,158,1108,234,9,44,2,62,18,"0,005","0,38",NORMAL
9724074,2023-04-04 00:00:00,,M.Benjawan S.,M.Pimchart P.,IEC,GPSC,,,,,70,,,1883,111589,1168,116,185,76,804,209,13,60,4,44,22,0.004,0.67,NORMAL,1883,111589,1168,116,185,76,804,209,13,60,4,44,22,0.004,0.67,NORMAL,1883,111589,1168,116,185,76,804,209,13,60,4,44,22,0.004,0.67,NORMAL
9724075,2023-04-04 00:00:00,,M.Benjawan S.,M.Pimchart P.,IEC,GPSC,,,,,70,,,18831,114999,1317,134,142,44,306,108,5,25,1,39,22,0.011,0.82,NORMAL,18831,114999,1317,134,142,44,306,108,5,25,1,39,22,0.011,0.82,NORMAL,18831,114999,1317,134,142,44,306,108,5,25,1,39,22,0.011,0.82,NORMAL
9724076,2023-04-04 00:00:00,,M.Benjawan S.,M.Pimchart P.,IEC,GPSC,,,,,50,,,14880,92144,653,147,185,13,48,18,1,2,1,49,20,0.009,0.35,NORMAL,14880,92144,653,147,185,13,48,18,1,2,1,49,20,0.009,0.35,NORMAL,14880,92144,653,147,185,13,48,18,1,2,1,49,20,0.009,0.35,NORMAL
508038,2023-03-20 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,66,,,16646,74152,634,40,18,8,96,20,1,6,1,38,20,0.001,0.37,NORMAL,16646,74152,634,40,18,8,96,20,1,6,1,38,20,0.001,0.37,NORMAL,16646,74152,634,40,18,8,96,20,1,6,1,38,20,0.001,0.37,NORMAL
54001,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,44,,,13988,81371,389,41,79,6,23,5,0,1,0,40,28,0.018,0.48,NORMAL,13988,81371,389,41,79,6,23,5,0,1,0,40,28,0.018,0.48,NORMAL,13988,81371,389,41,79,6,23,5,0,1,0,40,28,0.018,0.48,NORMAL
54002,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,44,,,10252,56802,272,28,36,3,11,4,0,1,0,55,23,0.021,0.97,NORMAL,10252,56802,272,28,36,3,11,4,0,1,0,55,23,0.021,0.97,NORMAL,10252,56802,272,28,36,3,11,4,0,1,0,55,23,0.021,0.97,NORMAL
6310534,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,54,,,8889,47390,414,69,624,37,171,25,1,3,0,52,23,-,-,NORMAL,8889,47390,414,69,624,37,171,25,1,3,0,52,23,-,-,NORMAL,8889,47390,414,69,624,37,171,25,1,3,0,52,23,-,-,NORMAL
6310535,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,66,,,8102,40327,487,84,1925,102,602,88,3,11,1,51,26,-,-,NORMAL,8102,40327,487,84,1925,102,602,88,3,11,1,51,26,-,-,NORMAL,8102,40327,487,84,1925,102,602,88,3,11,1,51,26,-,-,NORMAL
6310536,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,54,,,14008,82212,449,63,635,41,187,28,1,4,0,49,15,-,-,NORMAL,14008,82212,449,63,635,41,187,28,1,4,0,49,15,-,-,NORMAL,14008,82212,449,63,635,41,187,28,1,4,0,49,15,-,-,NORMAL
6310537,2023-03-10 00:00:00,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,54,,,10442,59122,414,67,610,47,230,37,1,5,0,46,23,-,-,NORMAL,10442,59122,414,67,610,47,230,37,1,5,0,46,23,-,-,NORMAL,10442,59122,414,67,610,47,230,37,1,5,0,46,23,-,-,NORMAL
ET8712/1,2023-02-09 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,54,,,17310,69396,871,193,506,44,258,42,2,6,1,42,24,0.025,0.820,NORMAL,17310,69396,871,193,506,44,258,42,2,6,1,42,24,0.025,0.820,NORMAL,17310,69396,871,193,506,44,258,42,2,6,1,42,24,0.025,0.820,NORMAL
ET8712_2,2023-02-09 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,50,,,15426,63889,555,100,379,31,143,27,2,4,1,62,19,0.015,0.700,NORMAL,15426,63889,555,100,379,31,143,27,2,4,1,62,19,0.015,0.700,NORMAL,15426,63889,555,100,379,31,143,27,2,4,1,62,19,0.015,0.700,NORMAL
ET8713/1,2023-02-09 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,54,,,28059,70775,811,112,28,4,7,3,1,1,0,31,25,0.047,1.110,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5710877,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,46,,,30427,72913,1688,473,23,14,0,25,1,3,1,91,11,0.007,1.430,NORMAL,30427,72913,1688,473,23,14,0,25,1,3,1,91,11,0.007,1.430,NORMAL,30427,72913,1688,473,23,14,0,25,1,3,1,91,11,0.007,1.430,NORMAL
EDP004301,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC,3M#1,2023-02-08 00:00:00,,44,,,17912,73734,286,487,1936,251,997,399,7,32,1,73,10,0.12,2.96,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP004301,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,44,,,17912,73734,286,487,1936,251,997,399,7,32,1,73,10,0.120,2.090,NORMAL,17912,73734,286,487,1936,251,997,399,7,32,1,73,10,0.120,2.090,NORMAL,17912,73734,286,487,1936,251,997,399,7,32,1,73,10,0.120,2.090,NORMAL
EDP018401,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,60,,,21586,71402,133,20,2165,174,36,21,5,2,1,91,7,0.001,0.090,NORMAL,21586,71402,133,20,2165,174,36,21,5,2,1,91,7,0.001,0.090,NORMAL,21586,71402,133,20,2165,174,36,21,5,2,1,91,7,0.001,0.090,NORMAL
PP0041B01,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,54,,,24529,77037,137,9,11,6,42,30,4,2,2,89,5,0.000,0.050,NORMAL,24529,77037,137,9,11,6,42,30,4,2,2,89,5,0.000,0.050,NORMAL,24529,77037,137,9,11,6,42,30,4,2,2,89,5,0.000,0.050,NORMAL
PP0091B01,2023-02-08 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,40,,,19744,74361,733,359,78,5,1,4,0,1,0,79,10,0.015,0.610,NORMAL,19744,74361,733,359,78,5,1,4,0,1,0,79,10,0.015,0.610,NORMAL,19744,74361,733,359,78,5,1,4,0,1,0,79,10,0.015,0.610,NORMAL
6110202,2022-12-02 00:00:00,,Boontarik T.,Boontarik T.,IEC,IEC,,,,,,,,14162,78812,639,143,2070,112,727,113,6,22,1,78,13,-,-,NORMAL,14162,78812,639,143,2070,112,727,113,6,22,1,78,13,-,-,NORMAL,14162,78812,639,143,2070,112,727,113,6,22,1,78,13,-,-,NORMAL
6110201,2022-12-01 00:00:00,,Boontarik T.,Boontarik T.,IEC,IEC,,,,,,,,5655,24972,420,26,0,4,2,2,1,2,1,62,14,-,-,NORMAL,5655,24972,420,26,0,4,2,2,1,2,1,62,14,-,-,NORMAL,5655,24972,420,26,0,4,2,2,1,2,1,62,14,-,-,NORMAL
PP0181B01,2022-11-30 00:00:00,,Waraporn D.,Waraporn D.,IEC,IEC,,,,,,,,14620,75327,169,28,237,25,6,5,2,1,1,91,6,-,-,NORMAL,14620,75327,169,28,237,25,6,5,2,1,1,91,6,-,-,NORMAL,14620,75327,169,28,237,25,6,5,2,1,1,91,6,-,-,NORMAL
5110022,2022-11-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0084B01,2022-11-21 00:00:00,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC,12M,2022-11-21 00:00:00,,,,,11357,63292,193,49,409,58,13.9,23,6,2,1,99,8,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
510049,2022-10-18 00:00:00,,Hatsachari C,Methee M.,IEC,GPSC,IEC-0019,12M,,,48,,,4547,20458,382,40,767,51,224,50,2,10,1,65,22,0.002,-,NORMAL,4330,19655,460,48,1004,73,320,70,3,12,1,48,22,0.004,-,NORMAL,4439,21600,512,57,1703,103,450,94,4,15,1,64,20,0.003,-,NORMAL
20083122TIC008,2022-10-05 00:00:00,,Hatsachari Chanthakhun,Mr.Pimchart P.,"Insulation Engineering and Consultant Co., Ltd. (IEC)",GPSC,,,,33,60,70,55,15906,70954,837,135,12,4,0,1,1,1,1,73,17,0.002,0.033,NORMAL,15906,70954,837,135,12,4,0,1,1,1,1,73,17,0.002,0.033,NORMAL,15906,70954,837,135,12,4,0,1,1,1,1,73,17,0.002,0.033,NORMAL
20083122TIC003,2022-10-04 00:00:00,,Ms. Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,IEC Lab,12M,2022-10-04 00:00:00,,,,,13295,63691,929,200,32,9,23,7,1,2,1,42,20,0.002,0.73,NORMAL,10267,53816,1043,306,101,15,34,10,1,2,1,42,20,0.003,0.73,NORMAL,13716,67477,952,222,38,10,23,8,1,2,1,42,20,0.004,0.73,NORMAL
PTE 1689/01,2022-10-03 00:00:00,,Mr.Kittisak S.,Mr.Jirasak S.,TIS,GPSC,,,,,,,,3740,29477,446,101,5053,369,2121,399,20,82,3,31,27,0.016,0.45,NORMAL,4406,28467,460,93,3602,314,1922,353,19,75,3,31,27,0.016,0.5,NORMAL,6071,47669,538,128,3767,369,2183,405,21,84,3,31,28,0.016,0.5,NORMAL
54001,2022-09-23 00:00:00,,Waraporn D.,Waraporn D.,IEC,IEC,,,,,,,,7596,37862,299,28,42,4,14,3,0,1,0,50,27,0.018,0.48,NORMAL,7596,37862,299,28,42,4,14,3,0,1,0,50,27,0.018,0.48,NORMAL,7596,37862,299,28,42,4,14,3,0,1,0,50,27,0.018,0.48,NORMAL
508038,2022-09-21 00:00:00,,Waraporn D.,,IEC,,,,,,,,,12917,57522,571,42,41,5,72,19,1,5,1,46,21,0.001,0.37,NORMAL,12917,57522,571,42,41,5,72,19,1,5,1,46,21,0.001,0.37,NORMAL,12917,57522,571,42,41,5,72,19,1,5,1,46,21,0.001,0.37,NORMAL
54002,2022-09-20 00:00:00,,Waraporn D.,Boontarik T.,IEC,IEC,,,,,,,,7613,41903,210,19,5,1,1,2,0,1,0,53,20,0.021,0.97,NORMAL,7613,41903,210,19,5,1,1,2,0,1,0,53,20,0.021,0.97,NORMAL,7613,41903,210,19,5,1,1,2,0,1,0,53,20,0.021,0.97,NORMAL
6110201,2022-08-24 00:00:00,,,,,,,,,,,,,4706,24229,568,92,13,7,2,2,1,2,1,75,18,,,NORMAL,4706,24229,568,92,13,7,2,2,1,2,1,75,18,,,NORMAL,4706,24229,568,92,13,7,2,2,1,2,1,75,18,,,NORMAL
6110202,2022-08-24 00:00:00,,Hasachari C.,Hasachari C.,IEC,IEC,,,,,,,,5830,30684,574,118,1399,95,562,106,5,22,2,73,16,,,NORMAL,5830,30684,574,118,1399,95,562,106,5,22,2,73,16,,,NORMAL,5830,30684,574,118,1399,95,562,106,5,22,2,73,16,,,NORMAL
PP0181B01,2022-08-24 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5717,29637,79,15,169,17,2,4,2,1,1,90,9,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0158B01,2022-08-19 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,1698,25967,89,83,1556,182,15,108,249,9,198,77,5,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
EDP004301,2022-06-30 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6736,37754,283,273,909,152,652,365,5,25,1,92,7,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
EDP018401,2022-06-30 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8719,62504,157,22,834,61,16,10,3,2,1,89,8,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0041B01,2022-06-30 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11066,60961,166,32,258,59,18,23,6,3,2,89,15,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0091B01,2022-06-30 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9246,47055,487,163,33,3,1,2,0,1,0,72,16,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
56016,2022-06-29 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9683,43191,484,26,29,10,79,14,0,4,1,83,29,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0284B01,2022-06-29 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8638,40373,743,76,0,3,0,31,3,7,2,56,26,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0285B01,2022-06-29 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2008,17894,5375,194,0,24,0,2,8,4,6,66,24,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
T012006,2022-06-28 00:00:00,,Kladnatee P.,,IEC,GPSC,,,,,,,,5715,37280,226,40,1050,131,356,178,11,68,3,90,23,,,NORMAL,4301,21670,424,87,3454,385,1034,480,29,163,7,57,23,,,NORMAL,6061,30249,511,110,3364,386,1006,473,27,152,6,93,26,,,NORMAL
T012023,2022-06-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3356,41196,485,109,1747,197,433,431,176,82,93,58,31,,,NORMAL,3508,36351,443,113,2322,259,538,581,247,93,125,38,32,,,NORMAL,6751,51431,408,110,2282,292,554,749,351,114,181,64,32,,,NORMAL
4912022,2022-05-20 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6731,38599,591,152,12398,887,7321,875,32,145,4,76,16,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
4912023,2022-05-20 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7958,48187,716,204,11783,1018,8077,1027,37,173,5,64,17,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0102B01,2022-04-29 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2073,57558,204,147,616,166,12,30,202,6,166,99,8,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
6110201,2022-04-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6212,32672,593,93,13,7,3,2,1,2,0,72,17,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
6110202,2022-04-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,6149,30783,551,108,1160,85,549,92,5,20,1,100,13,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PP0158B01,2022-04-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2583,46975,157,143,3157,327,23.2,150,297,8,208,93,10,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0181B01,2022-04-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8865,49382,140,24,231,25,3.3,5,2,1,1,61,7,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0084B01,2022-04-26 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8463,52183,201,26,178,34,4,12,5,2,1,72,5,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
5513053,2022-04-21 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11670,57265,232,66,457,61,4,14,4,0,0,95,4,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
TP70279703,2022-04-21 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5054,41346,193,71,14951,7968,1600,5737,15012,498,156,79,5,0,0.04,NORMAL,4836,41448,152,7,11465,11360,68,7710,26370,680,188,92,5,0,0.04,NORMAL,5590,42911,150,5,18761,14548,0,5953,33960,490,217,89,7,0,0.07,NORMAL
5011858,2022-03-31 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13993,61751,670,48,41,36,276,76,3,19,1,56,22,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
9724074,2022-03-31 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,14646,67536,1044,152,373,176,1477,279,13,59,3,46,27,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
9724075,2022-03-31 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,13669,64257,1006,159,291,98,671,139,5,27,2,36,24,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
9724076,2022-03-31 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11871,55683,719,192,23,7,2,12,1,2,0,57,23,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
20083122TIC003,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9464,43665,423,74,95,9,34,8,1,2,0,54,26,,,NORMAL,6855,30541,430,85,143,15,48,12,1,2,0,48,25,,,NORMAL,8359,38821,462,100,142,12,45,10,1,2,0,51,24,,,NORMAL
20083122TIC008,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12599,58092,897,146,9,4,0,1,1,0,0,52,19,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
4612314,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,10680,50012,413,39,24,8,81,13,1,3,0,72,19,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
4711343,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,12260,54591,370,19,13,4,36,5,0,1,0,62,18,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
510049,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2702,12399,153,11,275,13,74,13,1,3,0,67,21,,,NORMAL,2952,13651,179,12,366,17,91,16,1,4,1,75,23,,,NORMAL,3063,13658,187,15,430,17,104,17,1,4,0,36,25,,,NORMAL
512033,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11847,50739,547,34,0,2,3,2,0,1,1,65,20,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
6012333,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,9658,46361,1011,168,25,11,2,2,1,1,0,50,17,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
9624007,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3631,16751,201,32,1469,103,747,112,5,26,7,75,20,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
EDP008001,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5917,40345,126,14,64,12,1,1,1,0,0,80,8,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
EDP011601,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4997,41706,126,206,186,82,30,91,4,12,1,88,8,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,,,NORMAL
PTE 1689/01,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3065,23195,332,73,4729,314,1908,330,16,70,3,46,10,,,NORMAL,4149,23573,368,62,4192,300,1792,318,16,67,3,43,10,,,NORMAL,4815,40314,496,126,5654,414,2317,412,19,80,3,51,10,,,NORMAL
PTE 1689/02,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,,,,5823,43565,309,67,3552,230,1372,227,10,42,2,40,34,,,NORMAL,,,,,,,,,,,,,,,,
PTE 1689/03,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4889,34014,408,99,5873,400,2219,379,18,68,3,58,24,,,NORMAL,5831,34343,441,87,4328,330,1913,325,15,60,2,62,26,,,NORMAL,5779,39164,470,114,5434,397,2191,362,17,61,2,49,29,,,NORMAL
PTE 1689/04,2022-03-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5756,39295,381,89,5559,393,2162,359,16,61,2,48,27,,,NORMAL,3326,18501,279,52,4183,286,1795,308,14,64,2,57,26,,,NORMAL,3782,22559,291,55,4668,302,1893,313,14,61,2,50,27,,,NORMAL
PPD0225B01,2022-02-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56016,2022-02-09 00:00:00,,Waraporn Dabut,Methee M.,IEC,GPSC,IEC-0019,6M,,,,,,10388,48493,275,14,28,4,22,3,0,0,0,52,21,0.01,0.36,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0284B01,2022-02-09 00:00:00,,Waraporn Dabut,Methee M.,IEC,GPSC,IEC-0019,6M,,,,,,11052,53592,615,84,0,2,0,20,2,0,4,62,20,0.036,2.080,NORMAL,11052,53592,615,84,0,2,0,20,2,0,4,62,20,0.036,2.080,NORMAL,11052,53592,615,84,0,2,0,20,2,0,4,62,20,0.036,2.080,NORMAL
PP0285B01,2022-02-09 00:00:00,,Waraporn Dabut,Methee M.,IEC,GPSC,IEC-0019,6M,,,,,,11873,57761,660,77,0,2,0,29,2,0,4,69,19,0.106,3.75,NORMAL,11873,57761,660,77,0,2,0,29,2,0,4,69,19,0.106,3.75,NORMAL,11873,57761,660,77,0,2,0,29,2,0,4,69,19,0.106,3.75,NORMAL
EDP004301,2022-02-04 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,6973,37995,311,229,1169,233,973.7,430,7,35,2,95,9,0.014,0.35,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2022-02-04 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7144,53639,598,475,4028,1049,1642.7,1009,60,203,11,87,7,0.009,0.28,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2022-02-04 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,12387,71527,2074,416,237,266,4979.3,1134,53,244,12,82,12,0.135,2.74,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0091B01,2022-02-04 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8532,54811,1369,713,147,9,5.0,9,0,0,3,88,17,0.074,1.20,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
